id,name,country_code,city,website,qs_rank,the_rank
d4733062-5430-5763-a347-d1aa5950b290,Mount Royal University,CA,,http://www.mtroyal.ca/,,
dc21efc1-34f3-54bb-8eb6-3c6787b327b5,Mount Saint Vincent University,CA,,http://www.msvu.ca/,,
34235784-9278-5ac1-a2c5-f6be6f972453,Niagara College Canada,CA,,https://www.niagaracollege.ca/,,
a17c7bbf-7ff8-5d0d-acb1-1cfbb5288b86,Nicola Valley Institute of Technology,CA,,http://www.nvit.bc.ca/,,
f9157bc8-07cd-5105-8793-a49846003efa,Nipissing University,CA,,http://www.nipissingu.ca/,,
15572e8d-7f1c-5e58-914e-89276930344e,North Island College,CA,,http://www.nic.bc.ca/,,
1e9130d6-a3bf-553a-a5c7-7e2a9ddf0dc7,Northern Alberta Institute of Technology,CA,,http://www.nait.ca/,,
12405e75-5a4f-5a3c-8639-133cf9319260,Northern Lights College,CA,,http://www.nlc.bc.ca/,,
94415e2f-a89f-585a-845d-b7d2e996d4a7,Nova Scotia Agricultural College,CA,,http://www.nsac.ns.ca/,,
1b23a4ca-fa05-57a9-83b7-e1ffc2c8cd07,Nova Scotia College of Art and Design,CA,,http://www.nscad.ns.ca/,,
5dd95d81-07eb-5a48-a4f3-5a18a77f4999,Okanagan University College,CA,,http://www.okanagan.bc.ca/,,
36215dce-9737-55f9-a4a2-59e362a57066,Ontario College of Art and Design,CA,,http://www.ocad.ca/,,
ee5e4bb8-1bb5-55ad-9f51-fa0b8cb35195,Ontario Tech University,CA,,https://ontariotechu.ca/,,
c18ae8c9-0427-54a5-8c2f-a747dd2abf7f,Pacific International College,CA,,http://www.picollege.ca/,,
1ecf7420-ec74-59a3-a59b-13c543498bff,Queen's University,CA,,http://www.queensu.ca/,,
72e46ab8-18b8-5259-84f0-29bdfdb7ab8f,Quest University,CA,,http://www.questu.ca/,,
489624ad-ad40-5e8a-a3a6-03a4011e2a27,Redeemer College,CA,,http://www.redeemer.ca/,,
